Source.Name;Time;P1;Q;P2
F02P100M1.txt;2.7000000000000060e+000;8.7690357929870686e+001;2.6793391781954007e+001;9.2733630585160540e+001
F02P100M1.txt;2.8000000000000060e+000;8.7985245710049611e+001;2.7554535036505840e+001;9.3277016094204157e+001
F02P100M1.txt;2.9000000000000061e+000;8.8301806960638856e+001;2.8278556910258573e+001;9.3841114627966363e+001
F02P100M1.txt;3.0000000000000062e+000;8.8633447164011315e+001;2.8967267813039605e+001;9.4420112214705398e+001
F02P100M1.txt;3.1000000000000063e+000;8.8975017363289481e+001;2.9622389886164079e+001;9.5008402142526165e+001
F02P100M1.txt;3.2000000000000064e+000;8.9322545936411288e+001;3.0245561282941878e+001;9.5601111790659104e+001
F02P100M1.txt;3.3000000000000065e+000;8.9673005167722778e+001;3.0838340241931071e+001;9.6194201095871279e+001
F02P100M1.txt;3.4000000000000066e+000;9.0024111720988017e+001;3.1402209010735866e+001;9.6784482466652250e+001
F02P100M1.txt;3.5000000000000067e+000;9.0374102310882151e+001;3.1938577563585319e+001;9.7369480885539801e+001
F02P100M1.txt;3.6000000000000068e+000;9.0721586357437360e+001;3.2448787114700103e+001;9.7947254085370844e+001
F02P100M1.txt;3.7000000000000068e+000;9.1065463432028352e+001;3.2934114445365068e+001;9.8516261060312871e+001
F02P100M1.txt;3.8000000000000069e+000;9.1416940414645296e+001;3.3395771715897844e+001;9.9075603165954220e+001
F02P100M1.txt;3.9000000000000070e+000;9.2429726150557599e+001;3.3834913111240425e+001;9.9773403708377245e+001
F02P100M1.txt;4.0000000000000071e+000;9.3665669045120950e+001;3.4252637328005726e+001;1.0080320610582531e+002
F02P100M1.txt;4.1000000000000076e+000;9.4745782766361998e+001;2.7376711061891687e+001;1.0118632092144415e+002
F02P100M1.txt;4.2000000000000082e+000;9.5419553380418378e+001;2.6658223702062259e+001;1.0123836486039326e+002
F02P100M1.txt;4.3000000000000087e+000;9.5816769433363390e+001;2.5986772671274451e+001;1.0124801782613883e+002
F02P100M1.txt;4.4000000000000092e+000;9.6046092946507059e+001;2.5476563450761965e+001;1.0124958045919379e+002
F02P100M1.txt;4.5000000000000098e+000;9.6177259750746359e+001;2.5141624924160752e+001;1.0124999139655141e+002
F02P100M1.txt;4.6000000000000103e+000;9.6251919503303043e+001;2.4936001576217475e+001;1.0125030535024727e+002
F02P100M1.txt;4.7000000000000108e+000;9.6294310286802329e+001;2.4815591226966522e+001;1.0125048327955844e+002
F02P100M1.txt;4.8000000000000114e+000;9.6318321566718581e+001;2.4746465880320105e+001;1.0125049552448920e+002
F02P100M1.txt;4.9000000000000119e+000;9.6331881118503674e+001;2.4706593800979689e+001;1.0125036033082580e+002
F02P100M1.txt;5.0000000000000124e+000;9.6339525475731350e+001;2.4683435856611379e+001;1.0125011842036008e+002
F02P100M1.txt;5.1000000000000130e+000;9.6343685481267528e+001;2.4670338531871540e+001;1.0124974736305684e+002
F02P100M1.txt;5.2000000000000135e+000;9.6345826518309252e+001;2.4662603469573604e+001;1.0124928928498635e+002
F02P100M1.txt;5.3000000000000140e+000;9.6346886101019408e+001;2.4657823159304066e+001;1.0124875096313588e+002
F02P100M1.txt;5.4000000000000146e+000;9.6347302231252698e+001;2.4654686190525268e+001;1.0124814508986157e+002
F02P100M1.txt;5.5000000000000151e+000;9.6347331798755420e+001;2.4652497967473863e+001;1.0124747606537041e+002
F02P100M1.txt;5.6000000000000156e+000;9.6347117539270499e+001;2.4650868216498779e+001;1.0124675050201836e+002
F02P100M1.txt;5.7000000000000162e+000;9.6346748953304342e+001;2.4649534103738340e+001;1.0124597279741131e+002
F02P100M1.txt;5.8000000000000167e+000;9.6346279513479047e+001;2.4648361234303351e+001;1.0124514622673107e+002
F02P100M1.txt;5.9000000000000172e+000;9.6345738422467889e+001;2.4647278403201422e+001;1.0124427450995123e+002
F02P100M1.txt;6.0000000000000178e+000;9.6345143207983526e+001;2.4646239872710940e+001;1.0124336073816764e+002
F02P100M1.txt;6.1000000000000183e+000;9.6344501225566361e+001;2.4645234112123585e+001;1.0124240757644600e+002
F02P100M1.txt;6.2000000000000188e+000;9.6343821141746488e+001;2.4644230693621978e+001;1.0124141771103054e+002
F02P100M1.txt;6.3000000000000194e+000;9.6343106162440051e+001;2.4643244987642682e+001;1.0124039317929872e+002
F02P100M1.txt;6.4000000000000199e+000;9.6342362470732482e+001;2.4642250149639533e+001;1.0123933637043814e+002
F02P100M1.txt;6.5000000000000204e+000;9.6341590544355213e+001;2.4641263997005655e+001;1.0123824925470866e+002
F02P100M1.txt;6.6000000000000210e+000;9.6340793989448528e+001;2.4640268774139855e+001;1.0123713389648260e+002
F02P100M1.txt;6.7000000000000215e+000;9.6339973938812022e+001;2.4639271114149683e+001;1.0123599192500129e+002
F02P100M1.txt;6.8000000000000220e+000;9.6339132201610184e+001;2.4638268431040352e+001;1.0123482501725292e+002
F02P100M1.txt;6.9000000000000226e+000;9.6338270290580368e+001;2.4637263018879086e+001;1.0123363468398350e+002
F02P100M1.txt;7.0000000000000231e+000;9.6337389326770648e+001;2.4636248137139589e+001;1.0123242246850310e+002
F02P100M1.txt;7.1000000000000236e+000;9.6336490823305766e+001;2.4635223257950376e+001;1.0123118973980445e+002
F02P100M1.txt;7.2000000000000242e+000;9.6335576252711391e+001;2.4634192338769473e+001;1.0122993772640272e+002
F02P100M1.txt;7.3000000000000247e+000;9.6334645165909478e+001;2.4633177818904503e+001;1.0122866732147001e+002
F02P100M1.txt;7.4000000000000252e+000;9.6333699060745730e+001;2.4632165815696791e+001;1.0122737986253794e+002
F02P100M1.txt;7.5000000000000258e+000;9.6332739631136690e+001;2.4631136190247037e+001;1.0122607671118482e+002
F02P100M1.txt;7.6000000000000263e+000;9.6331766678930578e+001;2.4630108766862374e+001;1.0122475862136933e+002
F02P100M1.txt;7.7000000000000268e+000;9.6330781386814365e+001;2.4629079997032804e+001;1.0122342644786268e+002
F02P100M1.txt;7.8000000000000274e+000;9.6329784946429967e+001;2.4628046824119664e+001;1.0122208095609986e+002
F02P100M1.txt;7.9000000000000279e+000;9.6328777903983394e+001;2.4627015376650021e+001;1.0122072284379334e+002
F02P100M1.txt;8.0000000000000284e+000;9.6327760958925822e+001;2.4625982092717546e+001;1.0121935306593601e+002
F02P100M1.txt;8.1000000000000281e+000;9.6326734787283911e+001;2.4624944614160562e+001;1.0121797250729043e+002
F02P100M1.txt;8.2000000000000277e+000;9.6325700089076335e+001;2.4623905899247983e+001;1.0121658180663063e+002
F02P100M1.txt;8.3000000000000274e+000;9.6324657264610494e+001;2.4622863153013043e+001;1.0121518153737132e+002
F02P100M1.txt;8.4000000000000270e+000;9.6323606808256343e+001;2.4621816863756870e+001;1.0121377230902037e+002
F02P100M1.txt;8.5000000000000266e+000;9.6322549258324841e+001;2.4620770061253392e+001;1.0121235474010875e+002
F02P100M1.txt;8.6000000000000263e+000;9.6321485039615979e+001;2.4619725542385630e+001;1.0121092937315287e+002
F02P100M1.txt;8.7000000000000259e+000;9.6320414596898743e+001;2.4618680103006017e+001;1.0120949673628903e+002
F02P100M1.txt;8.8000000000000256e+000;9.6319338367733934e+001;2.4617627476270723e+001;1.0120805733284278e+002
F02P100M1.txt;8.9000000000000252e+000;9.6318256631568502e+001;2.4616574516422329e+001;1.0120661158341005e+002
F02P100M1.txt;9.0000000000000249e+000;9.6317169677661894e+001;2.4615523443375903e+001;1.0120515989030861e+002
F02P100M1.txt;9.1000000000000245e+000;9.6316077831117369e+001;2.4614474750647883e+001;1.0120370265669135e+002
F02P100M1.txt;9.2000000000000242e+000;9.6314981695628433e+001;2.4613419194031160e+001;1.0120224040865706e+002
F02P100M1.txt;9.3000000000000238e+000;9.6313881383863389e+001;2.4612363336994811e+001;1.0120077340810447e+002
F02P100M1.txt;9.4000000000000234e+000;9.6312777157017138e+001;2.4611308473464192e+001;1.0119930197445115e+002
F02P100M1.txt;9.5000000000000231e+000;9.6311669252271926e+001;2.4610256378239672e+001;1.0119782639783988e+002
F02P100M1.txt;9.6000000000000227e+000;9.6310558128256019e+001;2.4609200190905387e+001;1.0119634715098518e+002
F02P100M1.txt;9.7000000000000224e+000;9.6309443939812411e+001;2.4608143998144385e+001;1.0119486443586476e+002
F02P100M1.txt;9.8000000000000220e+000;9.6308326918102836e+001;2.4607088755605030e+001;1.0119337851177389e+002
F02P100M1.txt;9.9000000000000217e+000;9.6307207283005226e+001;2.4606035571909722e+001;1.0119188961971876e+002
F02P100M1.txt;1.0000000000000000e+001;9.6306085271418695e+001;2.4604981313903270e+001;1.0119039808380525e+002
FE02P100M2.txt;0.0000000000000000e+000;1.5000000000000000e+000;-4.0000000000000000e+000;1.5000000000000000e+000
FE02P100M2.txt;1.0000000000000023e-001;5.2746933551530626e+000;-3.9278808713295810e+000;2.3116520993344687e+000
FE02P100M2.txt;2.0000000000000046e-001;1.5389477890987225e+001;-3.6118415241428066e+000;7.0399240901533693e+000
FE02P100M2.txt;3.0000000000000071e-001;2.5328219662447193e+001;-3.0557740389821615e+000;1.6006100612961561e+001
FE02P100M2.txt;4.0000000000000091e-001;3.5002282610190925e+001;-2.2936230896941368e+000;2.6218603587738873e+001
FE02P100M2.txt;5.0000000000000111e-001;4.4378432465921811e+001;-1.3452966748117294e+000;3.6515913332250314e+001
FE02P100M2.txt;6.0000000000000131e-001;5.3453155512701940e+001;-2.2145554620556229e-001;4.6594158788236932e+001
FE02P100M2.txt;7.0000000000000151e-001;6.2222140276631563e+001;1.0704406321962958e+000;5.6368216400730930e+001
FE02P100M2.txt;8.0000000000000171e-001;7.0686817382762470e+001;2.5234689496849159e+000;6.5812107136236250e+001
FE02P100M2.txt;9.0000000000000191e-001;7.8854026689247561e+001;4.1308567328966372e+000;7.4915689651592999e+001
FE02P100M2.txt;1.0000000000000022e+000;8.6734183827679630e+001;5.8855789537067071e+000;8.3673908823470654e+001
FE02P100M2.txt;1.1000000000000025e+000;9.4339025762614583e+001;7.6666827043210013e+000;9.2073619548136890e+001
FE02P100M2.txt;1.2000000000000028e+000;1.0167159757105850e+002;9.3607394247212028e+000;1.0008141638253868e+002
FE02P100M2.txt;1.3000000000000032e+000;1.0852869684009407e+002;1.9562065652768217e+000;1.0676556313915782e+002
FE02P100M2.txt;1.4000000000000035e+000;1.1445300277799656e+002;-1.5847397099783889e+000;1.1235114837246714e+002
FE02P100M2.txt;1.5000000000000038e+000;1.1961563294806875e+002;-3.0329192488152703e+000;1.1748777905899875e+002
FE02P100M2.txt;1.6000000000000041e+000;1.2421559514349318e+002;-3.6166718975822842e+000;1.2224859193302116e+002
FE02P100M2.txt;1.7000000000000044e+000;1.2837050378322775e+002;-3.8491931643725974e+000;1.2663325410195554e+002
FE02P100M2.txt;1.8000000000000047e+000;1.3214474879421462e+002;-3.9410927363134349e+000;1.3064406252796249e+002
FE02P100M2.txt;1.9000000000000050e+000;1.3557553681899148e+002;-3.9770172845634444e+000;1.3429295332417490e+002
FE02P100M2.txt;2.0000000000000053e+000;1.3868790060690503e+002;-3.9910749314208669e+000;1.3759742840778463e+002
FE02P100M2.txt;2.1000000000000054e+000;1.4150182027079495e+002;-3.9965408820070096e+000;1.4057693049122312e+002
FE02P100M2.txt;2.2000000000000055e+000;1.4403514163176877e+002;-3.9986622687020810e+000;1.4325132351212349e+002
FE02P100M2.txt;2.3000000000000056e+000;1.4630451086174227e+002;-3.9994885704420038e+000;1.4564012898123693e+002
FE02P100M2.txt;2.4000000000000057e+000;1.4832576981640818e+002;-3.9998054537304979e+000;1.4776227581462192e+002
FE02P100M2.txt;2.5000000000000058e+000;1.5011390863098634e+002;-3.9999265632058307e+000;1.4963551731758037e+002
FE02P100M2.txt;2.6000000000000059e+000;1.5168295029980197e+002;-3.9999725699157116e+000;1.5127653877249693e+002
FE02P100M2.txt;2.7000000000000060e+000;1.5304591822913557e+002;-3.9999896758433899e+000;1.5270063220470118e+002
FE02P100M2.txt;2.8000000000000060e+000;1.5421477980487413e+002;-3.9999958073433377e+000;1.5392170296146156e+002
FE02P100M2.txt;2.9000000000000061e+000;1.5520044185231129e+002;-3.9999980654162615e+000;1.5495225953974267e+002
FE02P100M2.txt;3.0000000000000062e+000;1.5601286132251315e+002;-3.9999990187742207e+000;1.5580356947811930e+002
FE02P100M2.txt;3.1000000000000063e+000;1.5666116940468976e+002;-3.9999995265319623e+000;1.5648578762370738e+002
FE02P100M2.txt;3.2000000000000064e+000;1.5715383365497806e+002;-3.9999997954685527e+000;1.5700815331252787e+002
FE02P100M2.txt;3.3000000000000065e+000;1.5749894048440362e+002;-3.9999999257488628e+000;1.5737942585242880e+002
FE02P100M2.txt;3.4000000000000066e+000;1.5770455948378097e+002;-3.9999999721562771e+000;1.5760805959761711e+002
FE02P100M2.txt;3.5000000000000067e+000;1.5777907206618272e+002;-3.9999999889841531e+000;1.5770278582122916e+002
FE02P100M2.txt;3.6000000000000068e+000;1.5773162932550395e+002;-3.9999999958387398e+000;1.5767297619953303e+002
FE02P100M2.txt;3.7000000000000068e+000;1.5758195985670463e+002;-3.9999999984498826e+000;1.5753445093342393e+002
FE02P100M2.txt;3.8000000000000069e+000;1.5741502478008195e+002;-3.9999999994413602e+000;1.5736737803924424e+002
FE02P100M2.txt;3.9000000000000070e+000;1.5724812821514291e+002;-3.9999999998345932e+000;1.5720050918681818e+002
FE02P100M2.txt;4.0000000000000071e+000;1.5708132213657981e+002;-3.9999999999748379e+000;1.5703373318401782e+002
FE02P100M2.txt;4.1000000000000076e+000;1.5691460794838113e+002;-4.0000000000000000e+000;1.5686704704701486e+002
FE02P100M2.txt;4.2000000000000082e+000;1.5674798503536050e+002;-4.0000000000000000e+000;1.5670045211768928e+002
FE02P100M2.txt;4.3000000000000087e+000;1.5658145341756293e+002;-4.0000000000000000e+000;1.5653394838081630e+002
FE02P100M2.txt;4.4000000000000092e+000;1.5641501305235965e+002;-4.0000000000000000e+000;1.5636753595234111e+002
FE02P100M2.txt;4.5000000000000098e+000;1.5624866397374950e+002;-4.0000000000000000e+000;1.5620121478428396e+002
FE02P100M2.txt;4.6000000000000103e+000;1.5608240617978578e+002;-4.0000000000000000e+000;1.5603498490648715e+002
FE02P100M2.txt;4.7000000000000108e+000;1.5591623967792734e+002;-4.0000000000000000e+000;1.5586884632821386e+002
FE02P100M2.txt;4.8000000000000114e+000;1.5575016447665695e+002;-4.0000000000000000e+000;1.5570279896586027e+002
FE02P100M2.txt;4.9000000000000119e+000;1.5558418383353293e+002;-4.0000000000000000e+000;1.5553684623026382e+002
FE02P100M2.txt;5.0000000000000124e+000;1.5541829128776442e+002;-4.0000000000000000e+000;1.5537098172215886e+002
FE02P100M2.txt;5.1000000000000130e+000;1.5525249005119855e+002;-4.0000000000000000e+000;1.5520520838899498e+002
FE02P100M2.txt;5.2000000000000135e+000;1.5508678014589293e+002;-4.0000000000000000e+000;1.5503952639258551e+002
FE02P100M2.txt;5.3000000000000140e+000;1.5492116157511509e+002;-4.0000000000000000e+000;1.5487393575000874e+002
FE02P100M2.txt;5.4000000000000146e+000;1.5475563435679305e+002;-4.0000000000000000e+000;1.5470843645406529e+002
FE02P100M2.txt;5.5000000000000151e+000;1.5459019849666529e+002;-4.0000000000000000e+000;1.5454302851800367e+002
FE02P100M2.txt;5.6000000000000156e+000;1.5442485400486339e+002;-4.0000000000000000e+000;1.5437771194651017e+002
FE02P100M2.txt;5.7000000000000162e+000;1.5425960088820437e+002;-4.0000000000000000e+000;1.5421248674960228e+002
FE02P100M2.txt;5.8000000000000167e+000;1.5409443915472283e+002;-4.0000000000000000e+000;1.5404735293547387e+002
FE02P100M2.txt;5.9000000000000172e+000;1.5393390307750352e+002;-4.0000000000000000e+000;1.5388501321485003e+002
FE02P100M2.txt;6.0000000000000178e+000;1.5378532214232490e+002;-4.0000000000000000e+000;1.5373561912878682e+002
FE02P100M2.txt;6.1000000000000183e+000;1.5365219278307276e+002;-4.0000000000000000e+000;1.5359967041847102e+002
FE02P100M2.txt;6.2000000000000188e+000;1.5354221809867710e+002;-4.0000000000000000e+000;1.5348626644819853e+002
FE02P100M2.txt;6.3000000000000194e+000;1.5345853363321706e+002;-4.0000000000000000e+000;1.5339873645949780e+002
FE02P100M2.txt;6.4000000000000199e+000;1.5340273800084634e+002;-4.0000000000000000e+000;1.5333888720790597e+002
FE02P100M2.txt;6.5000000000000204e+000;1.5337493639913924e+002;-4.0000000000000000e+000;1.5330703514633518e+002
FE02P100M2.txt;6.6000000000000210e+000;1.5337379951399430e+002;-4.0000000000000000e+000;1.5330205472591547e+002
FE02P100M2.txt;6.7000000000000215e+000;1.5339675976300447e+002;-4.0000000000000000e+000;1.5332156133764056e+002
FE02P100M2.txt;6.8000000000000220e+000;1.5344029545154623e+002;-4.0000000000000000e+000;1.5336218257968955e+002
FE02P100M2.txt;6.9000000000000226e+000;1.5350013142087431e+002;-4.0000000000000000e+000;1.5341975448546285e+002
FE02P100M2.txt;7.0000000000000231e+000;1.5357160111502378e+002;-4.0000000000000000e+000;1.5348967350777369e+002
FE02P100M2.txt;7.1000000000000236e+000;1.5364991254930561e+002;-4.0000000000000000e+000;1.5356716421124256e+002
FE02P100M2.txt;7.2000000000000242e+000;1.5373041265692049e+002;-4.0000000000000000e+000;1.5364754598900740e+002
FE02P100M2.txt;7.3000000000000247e+000;1.5380881505687356e+002;-4.0000000000000000e+000;1.5372646629946735e+002
FE02P100M2.txt;7.4000000000000252e+000;1.5388139678433944e+002;-4.0000000000000000e+000;1.5380010661509144e+002
FE02P100M2.txt;7.5000000000000258e+000;1.5394511782698441e+002;-4.0000000000000000e+000;1.5386531077564217e+002
FE02P100M2.txt;7.6000000000000263e+000;1.5399772897719686e+002;-4.0000000000000000e+000;1.5391970348946595e+002
FE02P100M2.txt;7.7000000000000268e+000;1.5403779148397848e+002;-4.0000000000000000e+000;1.5396171737831827e+002
FE02P100M2.txt;7.8000000000000274e+000;1.5406465927418586e+002;-4.0000000000000000e+000;1.5399058401905202e+002
FE02P100M2.txt;7.9000000000000279e+000;1.5407845249812601e+002;-4.0000000000000000e+000;1.5400630865469233e+002
FE02P100M2.txt;8.0000000000000284e+000;1.5407997279453784e+002;-4.0000000000000000e+000;1.5400960082128179e+002
FE02P100M2.txt;8.1000000000000281e+000;1.5407061864835495e+002;-4.0000000000000000e+000;1.5400177525528684e+002
FE02P100M2.txt;8.2000000000000277e+000;1.5405223108358922e+002;-4.0000000000000000e+000;1.5398462272655260e+002
FE02P100M2.txt;8.3000000000000274e+000;1.5402698273689126e+002;-4.0000000000000000e+000;1.5396027512657790e+002
FE02P100M2.txt;8.4000000000000270e+000;1.5399714339511223e+002;-4.0000000000000000e+000;1.5393098896535201e+002
FE02P100M2.txt;8.5000000000000266e+000;1.5396511423741470e+002;-4.0000000000000000e+000;1.5389916948046590e+002
FE02P100M2.txt;8.6000000000000263e+000;1.5393313209499223e+002;-4.0000000000000000e+000;1.5386707702627737e+002
FE02P100M2.txt;8.7000000000000259e+000;1.5390320771348630e+002;-4.0000000000000000e+000;1.5383676164297177e+002
FE02P100M2.txt;8.8000000000000256e+000;1.5387702687572784e+002;-4.0000000000000000e+000;1.5380996040593502e+002
FE02P100M2.txt;8.9000000000000252e+000;1.5385587334548848e+002;-4.0000000000000000e+000;1.5378801735964402e+002
FE02P100M2.txt;9.0000000000000249e+000;1.5384058680654476e+002;-4.0000000000000000e+000;1.5377183698507548e+002
FE02P100M2.txt;9.1000000000000245e+000;1.5383154825832062e+002;-4.0000000000000000e+000;1.5376186671218898e+002
FE02P100M2.txt;9.2000000000000242e+000;1.5382871914688664e+002;-4.0000000000000000e+000;1.5375812950684801e+002
FE02P100M2.txt;9.3000000000000238e+000;1.5383167789732690e+002;-4.0000000000000000e+000;1.5376025931042301e+002
FE02P100M2.txt;9.4000000000000234e+000;1.5383967753767581e+002;-4.0000000000000000e+000;1.5376755447685966e+002
FE02P100M2.txt;9.5000000000000231e+000;1.5385170135389274e+002;-4.0000000000000000e+000;1.5377903047885212e+002
FE02P100M2.txt;9.6000000000000227e+000;1.5386660283996824e+002;-4.0000000000000000e+000;1.5379355966267462e+002
FE02P100M2.txt;9.7000000000000224e+000;1.5388317826876641e+002;-4.0000000000000000e+000;1.5380994379101335e+002
FE02P100M2.txt;9.8000000000000220e+000;1.5390022362449861e+002;-4.0000000000000000e+000;1.5382697105809481e+002
FE02P100M2.txt;9.9000000000000217e+000;1.5391669957194739e+002;-4.0000000000000000e+000;1.5384358466220061e+002
FE02P100M2.txt;1.0000000000000000e+001;1.5393166557490940e+002;-4.0000000000000000e+000;1.5385881703429638e+002
FE02P100M3.txt;0.0000000000000000e+000;1.5000000000000000e+000;-4.0000000000000000e+000;1.5000000000000000e+000
FE02P100M3.txt;1.0000000000000023e-001;7.3838053356958167e+000;-3.9278808607506770e+000;2.5845737938778544e+000
FE02P100M3.txt;2.0000000000000046e-001;2.1221445776442600e+001;-3.6118413898441419e+000;9.1213136361437517e+000
FE02P100M3.txt;3.0000000000000071e-001;3.3993505692229405e+001;-3.0557710893721319e+000;2.0470068649898153e+001
FE02P100M3.txt;4.0000000000000091e-001;4.6348189130766947e+001;-2.2936175370795704e+000;3.3095914611600200e+001
FE02P100M3.txt;5.0000000000000111e-001;5.8199692923244655e+001;-1.3453078862817169e+000;4.5882774974829061e+001
FE02P100M3.txt;6.0000000000000131e-001;6.9616008113641143e+001;-2.2146286080982014e-001;5.8491155923698336e+001
FE02P100M3.txt;7.0000000000000151e-001;8.0612281129351459e+001;1.0704300371314348e+000;7.0793490337243867e+001
FE02P100M3.txt;8.0000000000000171e-001;9.1196748721641825e+001;2.5235234921563734e+000;8.2728720361165372e+001
FE02P100M3.txt;9.0000000000000191e-001;1.0137170555434564e+002;4.1309131171662923e+000;9.4259420421392846e+001
FE02P100M3.txt;1.0000000000000022e+000;1.1112562739111617e+002;2.3744856520350623e+000;1.0514136992736779e+002
FE02P100M3.txt;1.1000000000000025e+000;1.2022009772193660e+002;-1.2325619444370455e+000;1.1445564058663403e+002
FE02P100M3.txt;1.2000000000000028e+000;1.2846550930402555e+002;-2.8341710178566881e+000;1.2292598700064170e+002
FE02P100M3.txt;1.3000000000000032e+000;1.3589948760242453e+002;-3.5193487373987438e+000;1.3081947206893878e+002
FE02P100M3.txt;1.4000000000000035e+000;1.4258663570962133e+002;-3.8049860916226566e+000;1.3813531051075026e+002
FE02P100M3.txt;1.5000000000000038e+000;1.4857126205654140e+002;-3.9218133648208329e+000;1.4481986584898192e+002
FE02P100M3.txt;1.6000000000000041e+000;1.5388115884777858e+002;-3.9689510332435289e+000;1.5082627484854913e+002
FE02P100M3.txt;1.7000000000000044e+000;1.5854018758097376e+002;-3.9877322596226827e+000;1.5612896997583701e+002
FE02P100M3.txt;1.8000000000000047e+000;1.6257868262486579e+002;-3.9951076384269353e+000;1.6072902530923727e+002
FE02P100M3.txt;1.9000000000000050e+000;1.6603821057077499e+002;-3.9981012750635965e+000;1.6464405680890866e+002
FE02P100M3.txt;2.0000000000000053e+000;1.6897317705520834e+002;-3.9992591747867334e+000;1.6793238994133134e+002
FE02P100M3.txt;2.1000000000000054e+000;1.7144661585943933e+002;-3.9997019192044534e+000;1.7066373091133465e+002
FE02P100M3.txt;2.2000000000000055e+000;1.7352584138316394e+002;-3.9998834966088794e+000;1.7292351333381998e+002
FE02P100M3.txt;2.3000000000000056e+000;1.7527825848621927e+002;-3.9999618798731347e+000;1.7479966468878706e+002
FE02P100M3.txt;2.4000000000000057e+000;1.7676796459770256e+002;-3.9999858648623343e+000;1.7637387876402630e+002
FE02P100M3.txt;2.5000000000000058e+000;1.7805280019739482e+002;-3.9999946454850539e+000;1.7771648740881457e+002
FE02P100M3.txt;2.6000000000000059e+000;1.7918062670005276e+002;-3.9999979181298837e+000;1.7888388728327308e+002
FE02P100M3.txt;2.7000000000000060e+000;1.8019073360884863e+002;-3.9999991617760009e+000;1.7992143578250219e+002
FE02P100M3.txt;2.8000000000000060e+000;1.8111393532264316e+002;-3.9999996413895063e+000;1.8086368724546588e+002
FE02P100M3.txt;2.9000000000000061e+000;1.8197374323298266e+002;-3.9999998444336824e+000;1.8173679374927164e+002
FE02P100M3.txt;3.0000000000000062e+000;1.8278761623050542e+002;-3.9999999376854949e+000;1.8255997137699100e+002
FE02P100M3.txt;3.1000000000000063e+000;1.8356865481398725e+002;-3.9999999903894707e+000;1.8334754317402150e+002
FE02P100M3.txt;3.2000000000000064e+000;1.8432532612202994e+002;-4.0000000000000000e+000;1.8410892620910369e+002
FE02P100M3.txt;3.3000000000000065e+000;1.8506389416225559e+002;-4.0000000000000000e+000;1.8485083468367347e+002
