  0.0000000000000000e+000   1.5000000000000000e+000  -4.0447568823253759e+000   1.5000000000000000e+000
  1.0000000000000023e-001   9.4463639924394922e+000  -4.0105092625188563e+000   2.8276438729171822e+000
  2.0000000000000046e-001   2.6331015049656994e+001  -3.8953926868633530e+000   1.0883507943936756e+001
  3.0000000000000071e-001   4.1510833194915797e+001  -3.5933962934007191e+000   2.4070131069090916e+001
  4.0000000000000091e-001   5.6147356385461393e+001  -3.0465290780728931e+000   3.8621222713527487e+001
  5.0000000000000111e-001   7.0076642832901641e+001  -2.2750805531718479e+000   5.3422647122741516e+001
  6.0000000000000131e-001   8.3420704970333958e+001  -1.2995403627543545e+000   6.8091588695810003e+001
  7.0000000000000151e-001   9.6182610451323768e+001  -1.3482282063338102e-001   8.2448687138665790e+001
  8.0000000000000171e-001   1.0834782335363786e+002   1.2072878740354946e+000   9.6380419101477315e+001
  9.0000000000000191e-001   1.1987496542842239e+002   2.7167637631008148e+000   1.0979177605005970e+002
  1.0000000000000022e+000   1.3063245189767457e+002  -1.6344981276418800e+000   1.2183455600989660e+002
  1.1000000000000025e+000   1.4028511839930931e+002  -3.8870946923078087e+000   1.3234810343149201e+002
  1.2000000000000028e+000   1.4866123524801276e+002  -4.9159969523752354e+000   1.4181966268737852e+002
  1.3000000000000032e+000   1.5570076985409219e+002  -5.3813065274522200e+000   1.5024341102247618e+002
  1.4000000000000035e+000   1.6140281087734212e+002  -5.5960138113284561e+000   1.5745725972178079e+002
  1.5000000000000038e+000   1.6584752119547198e+002  -5.6997551233024719e+000   1.6330174739742591e+002
  1.6000000000000041e+000   1.6920919001211877e+002  -5.7527305205992629e+000   1.6773088291520568e+002
  1.7000000000000044e+000   1.7171576386669241e+002  -5.7813077881260977e+000   1.7088550859616984e+002
  1.8000000000000047e+000   1.7358474780390463e+002  -5.7976565813303020e+000   1.7307739928577806e+002
  1.9000000000000050e+000   1.7500375286836680e+002  -5.8078597864044568e+000   1.7464734644113562e+002
  2.0000000000000053e+000   1.7613064527670298e+002  -5.8149803628693615e+000   1.7584810617775577e+002
  2.1000000000000054e+000   1.7708365083907660e+002  -5.8205413158197201e+000   1.7683824964421655e+002
  2.2000000000000055e+000   1.7793765967746555e+002  -5.8252936995796940e+000   1.7771132066980050e+002
  2.3000000000000056e+000   1.7873704050192131e+002  -5.8296340704968266e+000   1.7852063402497367e+002
  2.4000000000000057e+000   1.7950664315391052e+002  -5.8337594461132047e+000   1.7929556200447283e+002
  2.5000000000000058e+000   1.8025992815607074e+002  -5.8377683937597178e+000   1.8005183475454859e+002
  2.6000000000000059e+000   1.8100197305667044e+002  -5.8416949084105605e+000   1.8079558975630346e+002
  2.7000000000000060e+000   1.8173672947681877e+002  -5.8455703044576461e+000   1.8153146936350393e+002
  2.8000000000000060e+000   1.8246638198009651e+002  -5.8494083540371733e+000   1.8226187549895155e+002
  2.9000000000000061e+000   1.8319213161522967e+002  -5.8532164592662639e+000   1.8298817388461995e+002
  3.0000000000000062e+000   1.8391470795658321e+002  -5.8569989870757775e+000   1.8371116216611784e+002
  3.1000000000000063e+000   1.8463461897648401e+002  -5.8607589500358568e+000   1.8443138576051666e+002
  3.2000000000000064e+000   1.8535224691103826e+002  -5.8644986201796430e+000   1.8514925292773745e+002
  3.3000000000000065e+000   1.8606788666870412e+002  -5.8682197485503753e+000   1.8586507547134130e+002
  3.4000000000000066e+000   1.8678176278856614e+002  -5.8719236703760149e+000   1.8657908793113958e+002
  3.5000000000000067e+000   1.8749406112738328e+002  -5.8756115038377406e+000   1.8729148514793164e+002
  3.6000000000000068e+000   1.8820493441835021e+002  -5.8792841753936322e+000   1.8800242671021252e+002
  3.7000000000000068e+000   1.8891451879865386e+002  -5.8829425110676983e+000   1.8871205427759281e+002
  3.8000000000000069e+000   1.8962291994560127e+002  -5.8865871646500727e+000   1.8942047739510227e+002
  3.9000000000000070e+000   1.9033023134973763e+002  -5.8902187189093027e+000   1.9012779287208426e+002
  4.0000000000000071e+000   1.9102394484804063e+002  -5.8935352578871809e+000   1.9077500708070161e+002
  4.1000000000000076e+000   1.9133908533938344e+002  -5.8930296148307804e+000   1.9067625478231469e+002
  4.2000000000000082e+000   1.9108137301268579e+002  -5.8888217604739150e+000   1.8985553827133771e+002
  4.3000000000000087e+000   1.9039514666953775e+002  -5.8836950857657566e+000   1.8885821614413078e+002
  4.4000000000000092e+000   1.8965185384247548e+002  -5.8801754345726627e+000   1.8817517483829775e+002
  4.5000000000000098e+000   1.8896880539107261e+002  -5.8771208878788155e+000   1.8758348795514689e+002
  4.6000000000000103e+000   1.8835347692048248e+002  -5.8743985137989743e+000   1.8705700217240286e+002
  4.7000000000000108e+000   1.8780413913169144e+002  -5.8719756258216993e+000   1.8658911412674709e+002
  4.8000000000000114e+000   1.8731744488677242e+002  -5.8698393160925848e+000   1.8617709868930947e+002
  4.9000000000000119e+000   1.8689018595220861e+002  -5.8679770826131570e+000   1.8581834849571479e+002
  5.0000000000000124e+000   1.8651934198613412e+002  -5.8663766423037123e+000   1.8551033372127267e+002
  5.1000000000000130e+000   1.8620203761329896e+002  -5.8650262500515122e+000   1.8525065962179110e+002
  5.2000000000000135e+000   1.8593555223561179e+002  -5.8639147173774422e+000   1.8503706638756361e+002
  5.3000000000000140e+000   1.8571718238746854e+002  -5.8630307400747341e+000   1.8486729666506477e+002
  5.4000000000000146e+000   1.8554445553272123e+002  -5.8623637537536668e+000   1.8473925696811250e+002
  5.5000000000000151e+000   1.8541534220907806e+002  -5.8619051069829506e+000   1.8465123986574588e+002
  5.6000000000000156e+000   1.8532759767000900e+002  -5.8616450202230430e+000   1.8460133783710961e+002
  5.7000000000000162e+000   1.8527898211678203e+002  -5.8615735060306164e+000   1.8458761792805615e+002
  5.8000000000000167e+000   1.8526747444096173e+002  -5.8616814413156186e+000   1.8460832539304536e+002
  5.9000000000000172e+000   1.8529119852493375e+002  -5.8619601187640455e+000   1.8466179574911698e+002
  6.0000000000000178e+000   1.8534852253258708e+002  -5.8624020651867852e+000   1.8474661020389129e+002
  6.1000000000000183e+000   1.8543769335594774e+002  -5.8629991115287048e+000   1.8486122391560278e+002
  6.2000000000000188e+000   1.8555706393897583e+002  -5.8637434306436056e+000   1.8500416374508768e+002
  6.3000000000000194e+000   1.8570512934309247e+002  -5.8646278188089385e+000   1.8517408117341978e+002
  6.4000000000000199e+000   1.8588044329184521e+002  -5.8656452944329702e+000   1.8536967425695036e+002
  6.5000000000000204e+000   1.8608163233018055e+002  -5.8667891722403578e+000   1.8558970096548683e+002
  6.6000000000000210e+000   1.8630734994934124e+002  -5.8680528496027256e+000   1.8583293725488585e+002
  6.7000000000000215e+000   1.8655639196527656e+002  -5.8694303492863611e+000   1.8609828081834922e+002
  6.8000000000000220e+000   1.8682765129918928e+002  -5.8709161672347259e+000   1.8638472139475277e+002
  6.9000000000000226e+000   1.8711995103964648e+002  -5.8725044120268635e+000   1.8669117433761966e+002
  7.0000000000000231e+000   1.8743223578249535e+002  -5.8741897557741432e+000   1.8701666335745205e+002
  7.1000000000000236e+000   1.8776350072402411e+002  -5.8759671074269511e+000   1.8736025724003161e+002
  7.2000000000000242e+000   1.8811278894241315e+002  -5.8778315940812913e+000   1.8772106591824738e+002
  7.3000000000000247e+000   1.8847919188085521e+002  -5.8797785692311129e+000   1.8809824180591426e+002
  7.4000000000000252e+000   1.8886184972522085e+002  -5.8818036169261037e+000   1.8849098040407742e+002
  7.5000000000000258e+000   1.8925995109291301e+002  -5.8839025543306107e+000   1.8889852065558168e+002
  7.6000000000000263e+000   1.8967267761527958e+002  -5.8860711744977774e+000   1.8932009482091613e+002
