  0.0000000000000000e+000   1.5000000000000000e+000  -4.1236408554672854e+000   1.5000000000000000e+000
  1.0000000000000023e-001   7.3823541023850243e+000  -4.1334213000740645e+000   2.5758992895257711e+000
  2.0000000000000046e-001   2.1213681369892967e+001  -4.2227234096518345e+000   9.0629791992065201e+000
  3.0000000000000071e-001   3.3965984419230757e+001  -4.1568662282504985e+000   2.0313206209096489e+001
  4.0000000000000091e-001   4.6283104696261702e+001  -3.7844297615931644e+000   3.2821480915653858e+001
  5.0000000000000111e-001   5.8080137645099917e+001  -3.1461890468941922e+000   4.5486711118929854e+001
  6.0000000000000131e-001   6.9419710259645896e+001  -4.0606628667213194e+000   5.7820256271114999e+001
  7.0000000000000151e-001   8.0235046496927083e+001  -5.2820389500866458e+000   6.9366982145999543e+001
  8.0000000000000171e-001   9.0465656176105341e+001  -5.9810055543233158e+000   8.0300823468387165e+001
  9.0000000000000191e-001   1.0009864686285275e+002  -6.3922329683793873e+000   9.0693539816395969e+001
  1.0000000000000022e+000   1.0913253765798871e+002  -6.6520778835522316e+000   1.0054705810026040e+002
  1.1000000000000025e+000   1.1756255521404258e+002  -6.8330117996684780e+000   1.0983665381624374e+002
  1.2000000000000028e+000   1.2537751196471179e+002  -6.9706463908473513e+000   1.1853032883397049e+002
  1.3000000000000032e+000   1.3256107978619619e+002  -7.0825472794558104e+000   1.2659435317404356e+002
  1.4000000000000035e+000   1.3909526672786305e+002  -7.1772314701750890e+000   1.3399532007456173e+002
  1.5000000000000038e+000   1.4496494453644021e+002  -7.2587442740127255e+000   1.4070171909214045e+002
  1.6000000000000041e+000   1.5016303277383537e+002  -7.3288937286516820e+000   1.4668723577101295e+002
  1.7000000000000044e+000   1.5469571156817858e+002  -7.3888825197672361e+000   1.5193604157689006e+002
  1.8000000000000047e+000   1.5858629400946069e+002  -7.4395038113214191e+000   1.5644974826060869e+002
  1.9000000000000050e+000   1.6187641102861983e+002  -7.4815418345366211e+000   1.6025382078034218e+002
  2.0000000000000053e+000   1.6462406217852322e+002  -7.5159227367000909e+000   1.6340115211378796e+002
  2.1000000000000054e+000   1.6689686450362356e+002  -7.5437017238959729e+000   1.6596746459670098e+002
  2.2000000000000055e+000   1.6876877035930264e+002  -7.5660316968582704e+000   1.6804531971888557e+002
  2.3000000000000056e+000   1.7031248322284861e+002  -7.5840285880606837e+000   1.6972959418824044e+002
  2.4000000000000057e+000   1.7159587823256723e+002  -7.5986893460933267e+000   1.7110797179781628e+002
  2.5000000000000058e+000   1.7267876308989932e+002  -7.6108441607357911e+000   1.7225503674559849e+002
